entite_politique,transfuges_entrants,transfuges_sortants,date
Coalition avenir Québec,78,35,2024-01-05
Parti conservateur du Québec,2,20,2024-01-05
Parti libéral du Québec,18,43,2024-01-05
Parti québécois,52,25,2024-01-05
Québec solidaire,5,32,2024-01-05
