entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,819869,8994,5413,3581,498473,321396,0.398154325105626,0.3920089672862372,2024-01-21
Parti conservateur du Québec,2023,58126.8,1097,743,354,42965.65,15161.15,0.3226982680036463,0.2608289119648768,2024-01-21
Parti libéral du Québec,2023,274420.3,3302,2101,1201,179352.35,95067.95,0.36371895820714717,0.3464319148401193,2024-01-21
Parti québécois,2023,780264.47,10416,8132,2284,631884.14,148380.33,0.21927803379416283,0.19016671360160742,2024-01-21
Québec solidaire,2023,291751.77,3966,2848,1118,228743.16,63008.61,0.28189611699445283,0.21596650467621842,2024-01-21
