entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,639234,7095,4604,2491,418318,220916,0.351092318534179,0.34559488387663984,2023-11-17
Parti conservateur du Québec,2023,51175.59,972,658,314,37914.11,13261.48,0.3230452674897119,0.2591368267566627,2023-11-17
Parti libéral du Québec,2023,201631.85,2497,1696,801,141039.21,60592.64,0.32078494193031637,0.300511253554436,2023-11-17
Parti québécois,2023,631017.64,8433,6739,1694,521964.58,109053.06,0.2008775050397249,0.17282093730374953,2023-11-17
Québec solidaire,2023,205114.13,2711,2097,614,169394.35,35719.78,0.22648469199557358,0.17414587673701465,2023-11-17
