entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,484677.62,5470,3824,1646,343218,141459.62,0.30091407678244975,0.2918633214382789,2023-10-01
Parti conservateur du Québec,2023,46150.93,808,559,249,34441.45,11709.48,0.30816831683168316,0.2537214309657465,2023-10-01
Parti libéral du Québec,2023,163830.67,2067,1455,612,118193.02,45637.65,0.2960812772133527,0.2785659730256856,2023-10-01
Parti québécois,2023,543209.12,7279,5903,1376,455270.33,87938.79,0.18903695562577277,0.1618875434197423,2023-10-01
Québec solidaire,2023,156795.36,2051,1626,425,131747.86,25047.5,0.20721599219892736,0.15974643637413763,2023-10-01
