entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,615304,6842,4489,2353,407278,208026,0.3439052908506285,0.3380865393366531,2023-11-11
Parti conservateur du Québec,2023,50975.59,970,656,314,37714.11,13261.48,0.3237113402061856,0.2601535362317533,2023-11-11
Parti libéral du Québec,2023,191798.52,2388,1633,755,135190.88,56607.64,0.3161641541038526,0.29514117210080665,2023-11-11
Parti québécois,2023,609135.31,8167,6553,1614,506200.25,102935.06,0.19762458675156117,0.1689855411599764,2023-11-11
Québec solidaire,2023,201450.81,2652,2058,594,166766.03,34684.78,0.2239819004524887,0.17217493441699241,2023-11-11
