entite_politique,annee_financiere,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,386605.26,4420,3160,1260,280915,105690.26,0.2850678733031674,0.2733802949292516,2023-06-24
Parti conservateur du Québec,2023,31783.55,516,383,133,24787.07,6996.48,0.25775193798449614,0.22012896608465699,2023-06-24
Parti libéral du Québec,2023,85907.73,1049,740,309,60931.73,24976,0.2945662535748332,0.290730531466726,2023-06-24
Parti québécois,2023,401709.1,5425,4522,903,345445.94,56263.16,0.1664516129032258,0.140059460938276,2023-06-24
Québec solidaire,2023,114435.39,1543,1265,278,97035.35,17400.04,0.18016850291639663,0.1520512142266479,2023-06-24
