entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,7310,79,67,12,6255,1055,0.1518987341772152,0.14432284541723667,2023-10-30
Coalition avenir Québec,2023,110,Saint-François,3580,40,35,5,3080,500,0.125,0.13966480446927373,2023-10-30
Coalition avenir Québec,2023,116,Sherbrooke,2495,29,24,5,2075,420,0.1724137931034483,0.1683366733466934,2023-10-30
Coalition avenir Québec,2023,120,Orford,3780,44,34,10,3195,585,0.22727272727272727,0.15476190476190477,2023-10-30
Coalition avenir Québec,2023,126,Johnson,2365,28,20,8,1660,705,0.2857142857142857,0.29809725158562367,2023-10-30
Coalition avenir Québec,2023,132,Richmond,4085,45,33,12,3100,985,0.26666666666666666,0.24112607099143207,2023-10-30
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,2830,32,28,4,2430,400,0.125,0.1413427561837456,2023-10-30
Coalition avenir Québec,2023,144,Arthabaska,6365,71,63,8,5715,650,0.11267605633802817,0.1021209740769835,2023-10-30
Coalition avenir Québec,2023,150,Nicolet-Bécancour,8925,93,69,24,6525,2400,0.25806451612903225,0.2689075630252101,2023-10-30
Coalition avenir Québec,2023,204,Brome-Missisquoi,11195,121,89,32,8225,2970,0.2644628099173554,0.2652970075926753,2023-10-30
Coalition avenir Québec,2023,206,Granby,6792,80,64,16,5575,1217,0.2,0.1791813898704358,2023-10-30
Coalition avenir Québec,2023,210,Iberville,10915,140,65,75,6135,4780,0.5357142857142857,0.4379294548786074,2023-10-30
Coalition avenir Québec,2023,212,Saint-Jean,8690,99,54,45,4825,3865,0.45454545454545453,0.44476409666283084,2023-10-30
Coalition avenir Québec,2023,216,Huntingdon,6765,74,40,34,3695,3070,0.4594594594594595,0.4538063562453806,2023-10-30
Coalition avenir Québec,2023,218,Beauharnois,8967,98,68,30,6600,2367,0.30612244897959184,0.2639678822348612,2023-10-30
Coalition avenir Québec,2023,220,Soulanges,6100,64,37,27,3700,2400,0.421875,0.39344262295081966,2023-10-30
Coalition avenir Québec,2023,224,Vaudreuil,2465,28,18,10,1725,740,0.35714285714285715,0.3002028397565923,2023-10-30
Coalition avenir Québec,2023,226,Châteauguay,4975,63,34,29,2695,2280,0.4603174603174603,0.45829145728643217,2023-10-30
Coalition avenir Québec,2023,230,Sanguinet,5415,57,35,22,3355,2060,0.38596491228070173,0.3804247460757156,2023-10-30
Coalition avenir Québec,2023,232,La Prairie,6150,64,39,25,3650,2500,0.390625,0.4065040650406504,2023-10-30
Coalition avenir Québec,2023,236,La Pinière,2285,26,11,15,1100,1185,0.5769230769230769,0.5185995623632386,2023-10-30
Coalition avenir Québec,2023,238,Chambly,5420,64,36,28,3385,2035,0.4375,0.37546125461254615,2023-10-30
Coalition avenir Québec,2023,240,Vachon,2770,33,21,12,1795,975,0.36363636363636365,0.351985559566787,2023-10-30
Coalition avenir Québec,2023,244,Laporte,4150,44,27,17,2450,1700,0.38636363636363635,0.40963855421686746,2023-10-30
Coalition avenir Québec,2023,246,Marie-Victorin,3425,41,28,13,2200,1225,0.3170731707317073,0.35766423357664234,2023-10-30
Coalition avenir Québec,2023,250,Taillon,4220,47,31,16,2775,1445,0.3404255319148936,0.3424170616113744,2023-10-30
Coalition avenir Québec,2023,252,Montarville,6760,71,53,18,5010,1750,0.2535211267605634,0.2588757396449704,2023-10-30
Coalition avenir Québec,2023,256,Verchères,5785,69,47,22,4320,1465,0.3188405797101449,0.25324114088159033,2023-10-30
Coalition avenir Québec,2023,258,Borduas,6205,68,49,19,4550,1655,0.27941176470588236,0.26672038678485094,2023-10-30
Coalition avenir Québec,2023,260,Saint-Hyacinthe,3240,34,27,7,2620,620,0.20588235294117646,0.19135802469135801,2023-10-30
Coalition avenir Québec,2023,264,Richelieu,6245,69,56,13,5020,1225,0.18840579710144928,0.19615692554043235,2023-10-30
Coalition avenir Québec,2023,300,Verdun,4585,50,30,20,2835,1750,0.4,0.3816793893129771,2023-10-30
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-10-30
Coalition avenir Québec,2023,306,Marquette,1425,15,10,5,1000,425,0.3333333333333333,0.2982456140350877,2023-10-30
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-10-30
Coalition avenir Québec,2023,312,Nelligan,1045,15,11,4,665,380,0.26666666666666666,0.36363636363636365,2023-10-30
Coalition avenir Québec,2023,316,Robert-Baldwin,1300,14,7,7,600,700,0.5,0.5384615384615384,2023-10-30
Coalition avenir Québec,2023,318,Saint-Laurent,2755,29,17,12,1555,1200,0.41379310344827586,0.4355716878402904,2023-10-30
Coalition avenir Québec,2023,320,D'Arcy-McGee,1440,15,6,9,540,900,0.6,0.625,2023-10-30
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1440,16,8,8,800,640,0.5,0.4444444444444444,2023-10-30
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3935,38,26,12,2900,1035,0.3157894736842105,0.2630241423125794,2023-10-30
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,2100,23,16,7,1475,625,0.30434782608695654,0.2976190476190476,2023-10-30
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,5100,51,32,19,3200,1900,0.37254901960784315,0.37254901960784315,2023-10-30
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,6300,65,49,16,4700,1600,0.24615384615384617,0.25396825396825395,2023-10-30
Coalition avenir Québec,2023,338,Acadie,1000,10,6,4,600,400,0.4,0.4,2023-10-30
