entite_politique,transfuges_entrants,transfuges_sortants,date
Coalition avenir Québec,78,37,2024-01-22
Parti conservateur du Québec,2,21,2024-01-22
Parti libéral du Québec,18,43,2024-01-22
Parti québécois,56,24,2024-01-22
Québec solidaire,5,34,2024-01-22
